time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z,jerk_x,jerk_y,jerk_z,ekf_jerk_x,ekf_jerk_y,ekf_jerk_z
[0:02:20],17.4669,-3.1488,-65.4366,-0.833688,-0.113019,0.104862,0.530507,-0.245542,-0.141441,0.0459533,0.00645723,0.0324717,-0.0277969,0.00442617,0.0383527,-0.0076401
[0:02:20.100000],17.2992,-3.47331,-65.5055,-0.833696,-0.110212,0.106499,0.53076,-0.235754,-0.148076,0.043439,0.0425177,0.0275207,-0.0157871,0.00944566,0.0369254,-0.00871366
[0:02:20.200000],17.1769,-3.57912,-65.681,-0.83305,-0.108663,0.106865,0.532018,-0.236804,-0.130383,0.0429166,0.0410333,0.00065663,-0.00317773,0.0136081,0.0321461,-0.00798417
[0:02:20.300000],17.1397,-3.89957,-65.758,-0.832878,-0.106809,0.109079,0.532214,-0.222854,-0.141497,0.0373978,0.0341164,0.00793353,0.0166243,0.0163106,0.0289555,-0.0047414
[0:02:20.400000],16.9497,-4.27147,-65.8201,-0.832929,-0.103612,0.110937,0.532382,-0.224751,-0.14064,0.0531661,0.0194214,0.0454169,0.00847234,0.0167205,0.0311247,-0.00300016
[0:02:20.500000],16.8913,-4.48668,-65.8957,-0.83272,-0.102097,0.112286,0.532718,-0.21342,-0.129757,0.0453327,-0.0226081,0.043962,0.00148187,0.011538,0.0328163,-0.00240955
[0:02:20.600000],16.8469,-4.7985,-65.9816,-0.832485,-0.100213,0.114403,0.532992,-0.234164,-0.134568,0.0449811,-0.0392446,0.0417299,0.00650859,0.00484615,0.0339909,-0.00123436
[0:02:20.700000],16.7745,-5.07382,-66.2182,-0.831552,-0.0981421,0.116253,0.534433,-0.235839,-0.117069,0.0502006,-0.0256018,0.0609828,-0.00180974,0.00083388,0.0375477,-0.00131018
[0:02:20.800000],16.7133,-5.35257,-66.4667,-0.830545,-0.0961157,0.118181,0.535942,-0.231651,-0.107195,0.037439,-0.00950968,0.0368589,0.00757927,-0.000529137,0.037457,-0.000138781
[0:02:20.900000],16.5957,-5.52486,-66.4923,-0.830583,-0.0944136,0.118889,0.536028,-0.235377,-0.128531,0.0501269,0.0297909,0.00547489,0.0101319,0.00346627,0.0332425,0.00121463
[0:02:21],16.4403,-5.75334,-66.5805,-0.830373,-0.0921031,0.119874,0.536537,-0.228298,-0.109657,0.0536411,0.0643619,0.0190476,-0.00301409,0.0114908,0.031372,0.000657394
[0:02:21.100000],16.4122,-5.99605,-66.745,-0.829701,-0.0905634,0.121614,0.537447,-0.215971,-0.107785,0.0437871,0.0482906,0.00490019,-0.00750679,0.01634,0.0278837,-0.000418436
[0:02:21.200000],16.3252,-6.36052,-66.8503,-0.829382,-0.0880708,0.123899,0.537831,-0.226751,-0.117985,0.0537227,0.0226383,0.0236055,-0.00188159,0.01717,0.0273199,-0.000611242
[0:02:21.300000],16.2141,-6.61891,-67.0532,-0.828583,-0.0858023,0.125379,0.539084,-0.202728,-0.113123,0.0366436,0.0199383,0.0436284,0.0021788,0.0175348,0.029469,-0.000243585
[0:02:21.400000],16.2203,-6.94416,-67.2119,-0.827914,-0.084102,0.12785,0.539799,-0.215628,-0.0911894,0.047999,0.0144038,0.0422584,0.0210934,0.0171222,0.0311543,0.00256808
[0:02:21.500000],16.1556,-7.25566,-67.3037,-0.827601,-0.0820249,0.129836,0.540125,-0.21962,-0.110556,0.0504684,0.0244395,0.055899,0.00711408,0.0180864,0.034415,0.00316713
[0:02:21.600000],15.9881,-7.49238,-67.503,-0.826829,-0.079441,0.130873,0.541442,-0.216454,-0.0905936,0.0543251,0.0243673,0.068296,3.49301e-05,0.0189141,0.0388797,0.00275438
[0:02:21.700000],15.9726,-7.79627,-67.5909,-0.826483,-0.0777517,0.133025,0.54169,-0.197541,-0.0837338,0.0540752,0.0232088,0.0388373,-0.00747519,0.01948,0.0388741,0.00140639
[0:02:21.800000],15.7721,-8.03363,-67.7528,-0.825892,-0.0749617,0.133873,0.542776,-0.202926,-0.0825621,0.0443374,0.0442567,0.0404777,-0.0197908,0.022745,0.0390854,-0.00138686
[0:02:21.900000],15.6457,-8.31628,-67.9683,-0.824994,-0.0724187,0.135421,0.5441,-0.201949,-0.0833836,0.0377078,0.0166053,0.0488017,-0.0078811,0.0219359,0.0403658,-0.00224264
[0:02:22],15.4931,-8.69574,-68.2521,-0.823788,-0.0691236,0.137563,0.545816,-0.206363,-0.068986,0.0543011,0.0072037,0.0256641,-0.000342776,0.0199946,0.0384284,-0.00199228
[0:02:22.100000],15.3249,-9.10158,-68.4471,-0.822998,-0.0656843,0.13975,0.546876,-0.193342,-0.0832943,0.0436006,0.00747058,0.012473,0.0189189,0.0183442,0.0350082,0.000763279
[0:02:22.200000],15.1409,-9.42716,-68.6729,-0.822046,-0.0624815,0.141299,0.548284,-0.197973,-0.0625401,0.0532939,0.0191127,0.0107189,0.0154361,0.0184455,0.0318075,0.00269678
[0:02:22.300000],15.0857,-9.70829,-68.7699,-0.821624,-0.0605751,0.143072,0.548669,-0.202201,-0.069588,0.0474253,0.00616586,0.0260324,0.00687005,0.0168274,0.0310465,0.00324671
[0:02:22.400000],15.0265,-10.1251,-69.0448,-0.820349,-0.0577388,0.145869,0.550145,-0.19063,-0.0709043,0.0489805,-0.00729105,0.023075,-0.00593288,0.0136492,0.029996,0.00203708
[0:02:22.500000],14.8012,-10.4417,-69.3108,-0.819181,-0.0542132,0.147144,0.551902,-0.198141,-0.0765565,0.0548577,-0.0211677,0.0154559,0.00903236,0.00906119,0.02808,0.00295888
[0:02:22.600000],14.6842,-10.7147,-69.5503,-0.818074,-0.0517056,0.148608,0.55339,-0.200201,-0.0547997,0.0461601,-0.0291812,0.0180572,0.0117228,0.00402182,0.0267593,0.00411373
[0:02:22.700000],14.5686,-10.9476,-69.6835,-0.817472,-0.0495422,0.149742,0.554171,-0.203277,-0.0525064,0.0546384,-0.0184458,0.0421672,0.0135866,0.00106117,0.0287896,0.00536202
[0:02:22.800000],14.3692,-11.1899,-69.9306,-0.816345,-0.0465822,0.150578,0.55586,-0.204682,-0.0687726,0.0493222,0.0109545,0.020755,0.000175502,0.00236485,0.0277309,0.00467857
[0:02:22.900000],14.111,-11.4519,-70.1234,-0.815488,-0.0431721,0.151233,0.557214,-0.205138,-0.0620714,0.0579553,0.0228974,0.0225765,-0.0167183,0.00507051,0.0270517,0.00185901
[0:02:23],13.8955,-11.7288,-70.3467,-0.81445,-0.0399478,0.152199,0.558708,-0.204744,-0.0412322,0.0551372,0.0360938,0.0263181,-0.0205791,0.00915858,0.026955,-0.00109776
[0:02:23.100000],13.7848,-12.15,-70.5497,-0.81344,-0.0367594,0.154665,0.55972,-0.183739,-0.0527657,0.0443205,0.0346344,0.0341393,-0.00762305,0.0125156,0.0279017,-0.00195762
[0:02:23.200000],13.5551,-12.5112,-70.7362,-0.81254,-0.0330461,0.156114,0.560855,-0.189409,-0.0552946,0.046168,0.00744898,0.0349651,0.0024434,0.011848,0.0288325,-0.00137768
[0:02:23.300000],13.4757,-12.8998,-70.9433,-0.811474,-0.0302243,0.158485,0.561893,-0.203716,-0.0344064,0.0440062,-0.00714912,0.0189907,0.00428769,0.00934465,0.0275356,-0.00063113
[0:02:23.400000],13.2746,-13.2502,-71.1565,-0.810401,-0.026719,0.159983,0.563191,-0.18355,-0.0424776,0.0554864,-0.00580799,0.0481339,0.0212922,0.00734792,0.0302499,0.00225781
[0:02:23.500000],13.0906,-13.6017,-71.4053,-0.809131,-0.0232746,0.161567,0.564716,-0.197817,-0.0457657,0.0617152,0.020591,0.0591612,0.019882,0.00909302,0.0340597,0.00458023
[0:02:23.600000],12.9767,-13.876,-71.533,-0.80845,-0.0208851,0.162928,0.565394,-0.199294,-0.0276369,0.0448701,0.0434953,0.0222972,3.34505e-05,0.0136264,0.0325097,0.00398108
[0:02:23.700000],12.8331,-14.165,-71.8044,-0.80705,-0.0180015,0.164261,0.567105,-0.181972,-0.0272517,0.0530254,0.0298355,-0.00776368,0.00219828,0.0157623,0.0272027,0.00374615
[0:02:23.800000],12.6233,-14.4639,-72.0261,-0.805889,-0.0146676,0.165313,0.568545,-0.17787,-0.0187455,0.0572855,0.0150723,-0.00414382,0.0118075,0.0156714,0.023072,0.00480843
[0:02:23.900000],12.4541,-14.9513,-72.1784,-0.804986,-0.0107423,0.167846,0.56917,-0.176455,-0.0422224,0.0542566,0.0112158,-0.0238109,0.0263199,0.0150843,0.016894,0.00764308
[0:02:24],12.202,-15.3621,-72.3838,-0.803829,-0.00654629,0.16943,0.570397,-0.191554,-0.0409678,0.0551195,-0.0109172,0.00726126,0.0253675,0.0116579,0.0156247,0.00997872
[0:02:24.100000],11.9804,-15.7543,-72.603,-0.802585,-0.00263528,0.171026,0.571702,-0.186979,-0.0327898,0.0656555,-0.033827,0.0434238,-0.006179,0.00566418,0.0192879,0.00784954
[0:02:24.200000],11.8384,-16.1409,-72.8359,-0.801254,0.000715941,0.172967,0.57299,-0.181443,-0.0229967,0.0627057,-0.0224138,0.0521734,-0.00134142,0.00196423,0.0236214,0.00663841
[0:02:24.300000],11.6655,-16.5496,-73.1349,-0.799563,0.00450686,0.174886,0.574751,-0.189875,-0.0223163,0.0562066,0.0129536,0.0589978,-0.0106722,0.00341235,0.0282831,0.00435731
[0:02:24.400000],11.3691,-16.8245,-73.3317,-0.798422,0.00830991,0.175261,0.576177,-0.185254,-0.00162055,0.0555909,0.0148652,0.0369053,-0.0126176,0.00492154,0.0294193,0.00212045
[0:02:24.500000],11.1431,-17.0561,-73.5187,-0.797341,0.0113822,0.175686,0.577491,-0.195713,-0.0217989,0.054667,0.00405561,0.0422405,0.00602266,0.00480743,0.0311088,0.00263466
[0:02:24.600000],10.845,-17.4296,-73.6923,-0.796226,0.0156793,0.176702,0.578618,-0.180332,-0.0153327,0.0648315,0.00188785,0.0536044,0.0248664,0.00442271,0.0340731,0.00556424
[0:02:24.700000],10.5605,-17.8058,-73.9622,-0.794599,0.020048,0.177775,0.580388,-0.172368,-0.000912935,0.0549176,0.0228967,0.0280608,0.035115,0.0068571,0.0332809,0.00945828
[0:02:24.800000],10.401,-18.1815,-74.1814,-0.793227,0.0234737,0.179471,0.581612,-0.194597,0.00547627,0.0680254,0.00663811,0.0269744,0.0383995,0.00682824,0.0324498,0.013272
[0:02:24.900000],10.1944,-18.5865,-74.4135,-0.791743,0.0274055,0.181109,0.582953,-0.182933,0.00985213,0.0715595,-0.00553074,0.0383152,0.0218331,0.00519964,0.0332227,0.0144001
[0:02:25],9.98163,-18.9151,-74.6281,-0.790377,0.0309525,0.18219,0.584292,-0.183665,0.00118566,0.0669603,-0.021107,-0.00673402,0.0153465,0.0017331,0.0279574,0.0145248
[0:02:25.100000],9.61911,-19.2431,-74.8839,-0.788737,0.0355954,0.182474,0.586152,-0.172717,-0.0115244,0.0754758,0.0163874,-0.0126724,-0.000213772,0.00366416,0.0226035,0.0125827
[0:02:25.200000],9.33283,-19.5381,-75.1169,-0.787234,0.0395027,0.182917,0.587782,-0.193748,0.0180031,0.0729683,0.0208855,0.0145808,-0.00877923,0.00593349,0.0215463,0.00976771
[0:02:25.300000],9.02888,-19.9051,-75.4025,-0.785378,0.0439987,0.183715,0.589694,-0.184823,0.00716428,0.0642332,-0.00230906,0.0309927,0.0151729,0.00484733,0.0227911,0.01048
[0:02:25.400000],8.64604,-20.2341,-75.6304,-0.783788,0.0487407,0.183855,0.59139,-0.178681,-0.00189534,0.0753477,0.00743179,0.0552538,0.0177898,0.0051879,0.0270688,0.0114432
[0:02:25.500000],8.43434,-20.6466,-75.9243,-0.781835,0.0528664,0.18539,0.59314,-0.168459,0.0171607,0.0673097,0.0175405,0.0366514,0.0100043,0.00681565,0.0283316,0.0112536
[0:02:25.600000],8.17298,-20.9757,-76.1898,-0.780052,0.0568422,0.186104,0.594892,-0.189515,0.0231396,0.0839716,-0.00731595,0.012846,0.0167378,0.00495347,0.026291,0.0119763
[0:02:25.700000],7.94321,-21.3729,-76.4666,-0.778144,0.06099,0.187412,0.596568,-0.181148,0.0176107,0.0810439,-0.0143273,0.0245123,0.0136599,0.00241275,0.0260566,0.0121981
[0:02:25.800000],7.79453,-21.7497,-76.8354,-0.775795,0.064634,0.188937,0.598758,-0.177254,0.02729,0.070106,-0.0190503,0.000937549,-0.00263791,-0.00041553,0.0227465,0.0102431
[0:02:25.900000],7.55065,-22.1048,-77.1541,-0.773652,0.0687289,0.189826,0.60079,-0.181111,0.0107604,0.0754734,-0.0111478,-0.0227486,-0.00563794,-0.00182977,0.0167514,0.00815041
[0:02:26],7.31711,-22.3682,-77.4592,-0.771652,0.0722369,0.190152,0.602844,-0.197269,0.018816,0.0814096,0.00927527,0.00408996,-0.00202256,-0.000366406,0.015083,0.00680987
[0:02:26.100000],6.92934,-22.6357,-77.646,-0.770151,0.0766071,0.189752,0.604348,-0.167158,0.0229837,0.0797213,0.00289348,0.0332302,0.0307578,6.31646e-05,0.0174743,0.0099656
[0:02:26.200000],6.51694,-22.8086,-77.8509,-0.76861,0.0806536,0.188573,0.60615,-0.193929,0.021535,0.0754631,0.0270541,0.0539399,0.0321696,0.00361988,0.0222796,0.0128915
[0:02:26.300000],6.1361,-23.0009,-78.1582,-0.766505,0.0847559,0.187598,0.608554,-0.177733,0.0248351,0.081091,0.0262774,0.0803755,0.0197901,0.00660557,0.0299351,0.0138006
[0:02:26.400000],5.85797,-23.2652,-78.543,-0.763964,0.0886861,0.187561,0.611195,-0.172759,0.0424644,0.092375,0.0118472,0.0341667,0.0286768,0.00729628,0.0304927,0.0157609
[0:02:26.500000],5.55949,-23.6372,-78.8591,-0.76163,0.0932281,0.188149,0.613248,-0.17609,0.044303,0.0922726,-0.00144645,0.030261,0.0238698,0.00614421,0.0304622,0.0168294
[0:02:26.600000],5.3466,-23.8729,-79.2082,-0.759316,0.0965085,0.188257,0.615571,-0.172593,0.0454656,0.0852373,0.0156172,0.00631764,0.00306761,0.00739251,0.0272806,0.015016
[0:02:26.700000],5.17434,-24.1782,-79.6309,-0.756544,0.100025,0.188954,0.618205,-0.18344,0.0438213,0.0901968,0.0017404,-0.000792597,-0.00457817,0.00664771,0.0235812,0.012434
[0:02:26.800000],4.86229,-24.42,-79.8971,-0.754545,0.103857,0.1886,0.62012,-0.174958,0.0254196,0.0950937,-0.000125905,0.00491647,-0.00769027,0.00575512,0.0211217,0.00978211
[0:02:26.900000],4.59986,-24.7009,-80.3223,-0.751662,0.107837,0.188602,0.622935,-0.171055,0.0548858,0.0856715,-0.00604787,0.0175367,0.0140526,0.00419979,0.0206493,0.0103449
[0:02:27],4.2325,-25.0682,-80.5496,-0.749623,0.112656,0.188756,0.624491,-0.174369,0.0398356,0.0893166,-0.0131268,-0.00262685,0.0316773,0.00191658,0.0175821,0.0131559
[0:02:27.100000],3.97909,-25.2733,-80.8346,-0.747559,0.11592,0.18841,0.626469,-0.173885,0.0543134,0.0986667,-0.0308582,0.00615855,0.0413206,-0.0024023,0.0160768,0.0168673
[0:02:27.200000],3.69062,-25.4523,-81.0863,-0.745657,0.11921,0.187724,0.628321,-0.189891,0.0450872,0.093777,-0.0272697,0.0107737,0.0422585,-0.00567919,0.0153779,0.0202132
[0:02:27.300000],3.36049,-25.7348,-81.4442,-0.742976,0.123516,0.187344,0.630775,-0.181154,0.0381979,0.109375,0.00296639,-0.000701142,0.0249499,-0.00453992,0.0132591,0.0208374
[0:02:27.400000],2.93688,-25.9147,-81.8167,-0.740219,0.12787,0.185751,0.633613,-0.181417,0.0375329,0.108666,0.0299761,0.024051,0.000517746,8.40623e-06,0.0146812,0.0181598
[0:02:27.500000],2.63718,-26.0972,-82.2505,-0.73723,0.131527,0.184764,0.636631,-0.185988,0.0634757,0.105498,0.0211479,0.00952689,-0.0123908,0.00279405,0.014002,0.014134
[0:02:27.600000],2.34417,-26.4047,-82.5556,-0.73477,0.135631,0.184735,0.638619,-0.165839,0.0528413,0.0975384,0.0168483,0.0133543,-0.0177126,0.00464605,0.0139167,0.00993744
[0:02:27.700000],2.03831,-26.652,-82.897,-0.732153,0.139532,0.184188,0.640938,-0.173179,0.0476782,0.098244,-0.0275102,0.0110136,-0.0144794,0.000408679,0.0135341,0.00671992
[0:02:27.800000],1.6349,-26.8411,-83.2285,-0.729528,0.143703,0.182716,0.643426,-0.178935,0.0505313,0.105325,-0.0145164,0.0215141,0.0180832,-0.00155806,0.0145857,0.0082173
[0:02:27.900000],1.26129,-26.9976,-83.5224,-0.727174,0.14743,0.181231,0.645664,-0.190159,0.0502714,0.102203,-0.0242314,0.0463134,0.0434615,-0.00454583,0.0187666,0.0128616
[0:02:28],0.778581,-27.2056,-83.7966,-0.72469,0.152098,0.179461,0.647865,-0.178437,0.0601801,0.104881,-0.0123044,0.0631181,0.0471086,-0.00556821,0.024611,0.0173745
[0:02:28.100000],0.514746,-27.3338,-84.2676,-0.721475,0.155225,0.178141,0.651067,-0.190741,0.073806,0.114466,0.0264315,0.0470153,0.0343712,-0.00135146,0.0275633,0.0196142
[0:02:28.200000],0.24169,-27.5515,-84.6092,-0.718828,0.158712,0.177486,0.65333,-0.166709,0.0768264,0.119059,0.0224543,0.0323276,0.0227199,0.00178553,0.0281911,0.0200235
[0:02:28.300000],-0.0534861,-27.7491,-84.9712,-0.716044,0.162247,0.176529,0.655773,-0.188135,0.0729697,0.12065,0.002595,0.0124633,0.00331552,0.0018922,0.0261186,0.0178218
[0:02:28.400000],-0.340004,-27.9698,-85.4343,-0.712634,0.166009,0.1756,0.658789,-0.172437,0.0632246,0.113859,-0.0250785,0.00606602,-0.011,-0.00166185,0.0234762,0.0140238
[0:02:28.500000],-0.724597,-28.1129,-85.9423,-0.708917,0.16999,0.173528,0.662323,-0.177937,0.0774999,0.115514,-0.0236629,-0.018071,-0.000743071,-0.00456103,0.0180013,0.0120779
[0:02:28.600000],-1.00889,-28.2332,-86.4234,-0.705512,0.173163,0.171906,0.665552,-0.18937,0.0783796,0.115534,-0.0155787,-0.00177273,0.0189658,-0.00601287,0.0153956,0.0129856
[0:02:28.700000],-1.35888,-28.4499,-86.8619,-0.702075,0.177221,0.170535,0.668464,-0.187632,0.07206,0.114021,0.0294875,-0.000527315,0.0381217,-0.00133483,0.0132974,0.0162979
[0:02:28.800000],-1.80399,-28.6346,-87.2797,-0.698634,0.18163,0.168416,0.671418,-0.184483,0.0755438,0.126735,0.0197033,0.022591,0.0338533,0.00143745,0.014522,0.0186112
[0:02:28.900000],-2.12091,-28.6836,-87.7534,-0.695264,0.184534,0.166099,0.674693,-0.175469,0.0588963,0.130729,0.0205958,0.00122675,0.00674368,0.00396203,0.0127701,0.0170474
[0:02:29],-2.51129,-28.7533,-88.224,-0.691735,0.187979,0.163456,0.678007,-0.170248,0.0877316,0.126244,-0.0141418,0.0305483,-0.00168654,0.00157641,0.0151128,0.0145787
[0:02:29.100000],-2.87757,-28.806,-88.5457,-0.689134,0.19095,0.161075,0.680391,-0.174778,0.0778661,0.126951,-0.0271433,0.0317715,-0.00339857,-0.00220811,0.017308,0.0122098
[0:02:29.200000],-3.19302,-28.9857,-88.9276,-0.686024,0.19443,0.15965,0.682879,-0.191378,0.0919988,0.118342,-0.0186847,0.0184939,-0.00189719,-0.00437931,0.0174642,0.0103508
[0:02:29.300000],-3.55709,-28.9947,-89.353,-0.682846,0.197244,0.156803,0.68591,-0.190844,0.0657437,0.121675,-0.00258026,-0.00513745,0.0222901,-0.00414224,0.0144859,0.0119241
[0:02:29.400000],-3.93645,-28.994,-89.7364,-0.67989,0.200015,0.15386,0.688705,-0.188392,0.09551,0.134499,0.0170227,-0.0280242,0.0172528,-0.00135324,0.00888416,0.0126263
[0:02:29.500000],-4.25513,-29.21,-90.2518,-0.675844,0.203865,0.152333,0.691891,-0.169286,0.0769724,0.132767,0.337784,0.0683741,0.0325397,0.0433364,0.0167234,0.0152504
[0:02:29.600000],-4.6076,-29.2856,-90.7929,-0.671802,0.207098,0.149684,0.695436,-0.178372,0.0797717,0.130528,-0.0240992,0.0226835,0.0153712,0.0344501,0.0175088,0.0152663
[0:02:29.700000],-5.03349,-29.397,-91.1813,-0.668463,0.210754,0.147053,0.698111,-0.184889,0.0776038,0.133243,-0.631471,-0.0458367,-0.0145934,-0.0533013,0.00916148,0.0113316
[0:02:29.800000],-5.42753,-29.5294,-91.6125,-0.664859,0.214383,0.144637,0.700947,-0.191539,0.0905434,0.124239,-1.14847,-0.168599,-0.0334837,-0.197617,-0.0142628,0.00542605
[0:02:29.900000],-5.71405,-29.5581,-92.079,-0.661407,0.216797,0.142174,0.703967,-0.200398,0.0998545,0.141692,-1.40936,-0.240412,-0.0486427,-0.357293,-0.0440635,-0.00169883
[0:02:30],-4.7041,-27.9278,-92.0606,-0.666263,0.20113,0.138741,0.704728,-0.755407,-0.00627372,0.110787,-1.31683,-0.287512,-0.0865082,-0.483736,-0.0761438,-0.0128745
[0:02:30.100000],-3.70683,-26.5039,-92.0666,-0.670258,0.186714,0.136408,0.705361,-0.723786,-0.00458036,0.111934,-0.92658,-0.255727,-0.124378,-0.542092,-0.0998083,-0.0275679
[0:02:30.200000],-2.65616,-25.1483,-92.0376,-0.674145,0.172277,0.134865,0.705627,-0.70072,-0.0297657,0.100548,-0.352631,-0.189865,-0.125031,-0.517126,-0.111676,-0.0404109
[0:02:30.300000],-1.86422,-23.8869,-91.8792,-0.678041,0.159722,0.132462,0.705302,-0.688258,-0.0346466,0.0841545,0.208198,-0.0893482,-0.116643,-0.421547,-0.108733,-0.0504563
[0:02:30.400000],-1.05194,-22.6779,-91.6918,-0.681857,0.14729,0.130498,0.704695,-0.664726,-0.0288976,0.0681643,0.472791,-0.0166254,-0.070214,-0.303696,-0.0965959,-0.0530599
[0:02:30.500000],-0.282387,-21.5207,-91.5813,-0.684874,0.13548,0.128449,0.704514,-0.649003,-0.0399706,0.0639653,0.13212,-0.064831,-0.0664067,-0.246266,-0.0924101,-0.0548187
[0:02:30.600000],0.578012,-20.3981,-91.51,-0.687517,0.123347,0.127099,0.704414,-0.646331,-0.0571241,0.0700557,0.124767,-0.0451391,-0.0515521,-0.197374,-0.086181,-0.0543882
[0:02:30.700000],1.38029,-19.2803,-91.405,-0.690097,0.111522,0.12544,0.704159,-0.633901,-0.0568563,0.0579872,0.125674,-0.060075,-0.034952,-0.154804,-0.0827409,-0.051827
[0:02:30.800000],2.13735,-18.2571,-91.2347,-0.692763,0.100456,0.124105,0.703443,-0.619311,-0.0583674,0.0577574,0.137523,-0.0773966,-0.0533893,-0.116283,-0.0820366,-0.0520329
[0:02:30.900000],2.94778,-17.3007,-91.1016,-0.695022,0.0894993,0.123438,0.702811,-0.589013,-0.0664948,0.0434992,0.154769,-0.0676717,-0.0596654,-0.0805652,-0.0801437,-0.0530387
[0:02:31],3.64803,-16.2958,-90.9809,-0.696995,0.0789067,0.12177,0.702417,-0.596393,-0.0715086,0.0397851,0.158132,-0.0974194,-0.0535379,-0.049111,-0.0824202,-0.0531044
[0:02:31.100000],4.32518,-15.2664,-90.9387,-0.698332,0.0683713,0.119742,0.702542,-0.568605,-0.0905787,0.0454071,0.1632,-0.110386,-0.0424679,-0.0211338,-0.0861054,-0.0517028
[0:02:31.200000],4.90023,-14.4112,-90.9088,-0.699298,0.0595377,0.118125,0.702659,-0.550697,-0.102753,0.0257782,0.153966,-0.0747234,-0.0392935,0.00193993,-0.0846056,-0.0500676
[0:02:31.300000],5.44414,-13.6038,-90.7247,-0.701066,0.0510258,0.116669,0.701809,-0.541908,-0.0975854,0.0362738,0.149842,-0.055551,-0.0323843,0.0214297,-0.0807769,-0.0477374
[0:02:31.400000],5.96424,-12.7462,-90.5842,-0.702477,0.0423908,0.11472,0.701294,-0.523673,-0.119658,0.0260684,0.167445,-0.0427809,-0.0229539,0.0406707,-0.07577,-0.0444716
[0:02:31.500000],6.4793,-12.0705,-90.5153,-0.703294,0.0349815,0.1138,0.701034,-0.50184,-0.104491,0.0224877,0.124152,-0.0418571,-0.00561798,0.0516714,-0.0713012,-0.0393517
[0:02:31.600000],7.02393,-11.3737,-90.3903,-0.70439,0.0272022,0.112936,0.700418,-0.503299,-0.106028,0.0260113,0.11197,-0.0437878,0.011898,0.0596171,-0.0676756,-0.0325983
[0:02:31.700000],7.44323,-10.657,-90.1709,-0.70596,0.0199782,0.111186,0.699359,-0.48156,-0.130362,0.0250335,0.122457,-0.047083,-0.00608254,0.0678978,-0.064962,-0.0291042
[0:02:31.800000],7.79894,-10.0232,-89.9613,-0.707383,0.0136719,0.109524,0.698335,-0.467443,-0.126852,0.0326651,0.0981608,-0.0251988,0.00299646,0.0718857,-0.0597222,-0.0248741
[0:02:31.900000],8.25826,-9.39608,-89.8255,-0.708308,0.00684148,0.108507,0.697656,-0.476613,-0.130173,0.0265699,0.101285,-0.0232489,0.00297013,0.0757598,-0.054916,-0.021205
[0:02:32],8.7363,-8.87154,-89.7954,-0.708525,0.00062786,0.108213,0.697514,-0.450362,-0.122727,0.0242753,0.108717,0.00887287,-0.00504409,0.0801027,-0.0465102,-0.0190754
[0:02:32.100000],9.23837,-8.37171,-89.6124,-0.709619,-0.00572653,0.108206,0.696379,-0.432338,-0.13039,0.0198814,0.0914623,0.010577,-0.00999717,0.0815996,-0.0389876,-0.0178791
[0:02:32.200000],9.74063,-7.88479,-89.4973,-0.710245,-0.0119383,0.108266,0.695652,-0.445775,-0.123156,0.0303811,0.105107,-0.0389094,-0.00949738,0.0846973,-0.0389773,-0.0167746
[0:02:32.300000],10.2127,-7.56208,-89.3478,-0.711055,-0.0169878,0.109133,0.694584,-0.417123,-0.131512,0.0293417,0.120805,-0.0326536,0.000630549,0.0894554,-0.038144,-0.014481
[0:02:32.400000],10.682,-7.13367,-89.275,-0.711346,-0.0225952,0.109336,0.694094,-0.413064,-0.132594,0.0185214,0.100413,-0.0311367,-0.00509522,0.0908992,-0.0372206,-0.0132442
[0:02:32.500000],10.9517,-6.70428,-89.0966,-0.71228,-0.0270681,0.108292,0.693139,-0.405685,-0.141808,0.0210143,0.102124,-0.00591299,-0.0191904,0.0923784,-0.0330951,-0.0140278
[0:02:32.600000],11.185,-6.3142,-89.044,-0.712446,-0.0309528,0.107292,0.692961,-0.385188,-0.148246,0.0248179,0.0945689,-0.0006271,-0.0082826,0.0926671,-0.0288166,-0.0132707
[0:02:32.700000],11.4671,-5.95552,-89.0072,-0.71249,-0.0349324,0.10678,0.692805,-0.377987,-0.122843,0.0234756,0.0388807,0.013383,0.00925874,0.0855794,-0.0232558,-0.0103019
[0:02:32.800000],11.7525,-5.6003,-89.0082,-0.712284,-0.038875,0.10632,0.692878,-0.385552,-0.137345,0.0197108,0.0449463,0.0175157,0.0224587,0.080225,-0.0178832,-0.0059849
[0:02:32.900000],12.0357,-5.36505,-88.9111,-0.712691,-0.0421615,0.106548,0.692232,-0.376155,-0.129911,0.0196698,0.0496591,0.0249318,0.017011,0.0761972,-0.0122412,-0.00295463
[0:02:33],12.3645,-5.18765,-88.9053,-0.712536,-0.0452932,0.107439,0.692056,-0.37063,-0.138181,0.0344537,0.0407995,0.0273597,0.00557303,0.0715327,-0.00702284,-0.0018309
[0:02:33.100000],12.6422,-4.97854,-88.7727,-0.713141,-0.0484195,0.107773,0.691168,-0.374869,-0.130453,0.0253567,0.0758234,0.00199786,0.00777982,0.0720981,-0.00583415,-0.000564456
[0:02:33.200000],12.8873,-4.8108,-88.695,-0.713434,-0.0510387,0.108182,0.690613,-0.346683,-0.124288,0.0315478,0.0746627,-0.00106497,0.0019953,0.072436,-0.00520569,-0.000227146
