time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z
[0:00:21.700000],13.5936,-4.54592,106.372,0.590952,0.102385,0.0710551,0.797175,-0.0989725,-0.419294,0.0231292
[0:00:21.800000],13.5605,-4.35667,107.041,0.586509,0.100486,0.0724009,0.80057,-0.118751,-0.417634,0.0249417
[0:00:21.900000],13.5056,-4.17974,107.72,0.581982,0.0985435,0.0735189,0.804005,-0.115488,-0.426158,0.0232129
[0:00:22],13.5495,-4.08308,108.377,0.577425,0.097665,0.0748845,0.807266,-0.129369,-0.412342,0.038654
[0:00:22.100000],13.5689,-3.84992,108.979,0.573393,0.0957284,0.0767136,0.810195,-0.128239,-0.399247,0.0350416
[0:00:22.200000],13.6696,-3.80024,109.68,0.568398,0.0954068,0.0782614,0.813597,-0.128595,-0.402675,0.0363745
[0:00:22.300000],13.7301,-3.76489,110.419,0.563122,0.0949462,0.0794823,0.817194,-0.113941,-0.415426,0.0297489
[0:00:22.400000],13.6583,-3.68448,110.979,0.559262,0.0936344,0.0798288,0.819957,-0.136955,-0.428821,0.036018
[0:00:22.500000],13.6471,-3.57891,111.604,0.554899,0.0923896,0.0807746,0.822964,-0.138778,-0.424021,0.022309
[0:00:22.600000],13.7177,-3.53052,112.312,0.549796,0.0918802,0.0820876,0.82631,-0.140255,-0.420772,0.0248675
[0:00:22.700000],13.6654,-3.4459,113.048,0.5446,0.0904923,0.0827041,0.829835,-0.132555,-0.404588,0.0277384
[0:00:22.800000],13.6896,-3.31557,113.71,0.539913,0.0891846,0.0840214,0.832901,-0.143468,-0.399719,0.0246559
[0:00:22.900000],13.7179,-3.19482,114.444,0.534665,0.0878992,0.0853669,0.83628,-0.145392,-0.419575,0.0297222
[0:00:23],13.7458,-3.11397,115.079,0.530084,0.0869644,0.0864345,0.839179,-0.143128,-0.414511,0.0264057
[0:00:23.100000],13.7116,-2.95351,115.647,0.526099,0.085204,0.0873583,0.841768,-0.163708,-0.413968,0.038328
[0:00:23.200000],13.6878,-2.84248,116.235,0.521901,0.0838314,0.0881295,0.844434,-0.140228,-0.41188,0.0248899
[0:00:23.300000],13.6628,-2.6887,116.909,0.517098,0.0820657,0.0891358,0.847452,-0.165379,-0.418138,0.0293598
[0:00:23.400000],13.5912,-2.48014,117.552,0.512588,0.0797016,0.0900047,0.85032,-0.15924,-0.416109,0.033667
[0:00:23.500000],13.7619,-2.3466,118.172,0.507997,0.0789797,0.0923017,0.852893,-0.147939,-0.393513,0.0229232
[0:00:23.600000],13.8124,-2.17671,118.726,0.503996,0.07749,0.0938129,0.855235,-0.142901,-0.403185,0.0332129
[0:00:23.700000],13.7632,-2.10796,119.318,0.499675,0.0762772,0.0941457,0.857839,-0.169595,-0.415974,0.0206966
[0:00:23.800000],13.6865,-2.09114,119.996,0.49466,0.075262,0.094092,0.860836,-0.152883,-0.413334,0.0258613
[0:00:23.900000],13.6857,-1.92436,120.536,0.49076,0.0735609,0.0951586,0.863095,-0.152721,-0.391798,0.0225857
[0:00:24],13.753,-1.79065,121.086,0.486694,0.0723817,0.0965914,0.865334,-0.161192,-0.410231,0.0237677
[0:00:24.100000],13.8089,-1.65547,121.803,0.481365,0.0709883,0.0980374,0.868263,-0.159749,-0.388795,0.0374191
[0:00:24.200000],13.8168,-1.62962,122.454,0.476452,0.0702674,0.098606,0.870963,-0.164486,-0.412734,0.03512
[0:00:24.300000],13.7972,-1.55117,122.953,0.472738,0.0691596,0.0990882,0.873018,-0.180573,-0.408872,0.0333542
[0:00:24.400000],13.8193,-1.46319,123.529,0.46842,0.0680808,0.0999651,0.875328,-0.190269,-0.411942,0.0288903
[0:00:24.500000],13.8617,-1.31378,124.239,0.463109,0.0664883,0.101316,0.878116,-0.174234,-0.396866,0.0224133
[0:00:24.600000],13.8515,-1.20868,124.92,0.457989,0.0650374,0.102054,0.880821,-0.176856,-0.389013,0.0220264
[0:00:24.700000],14.0046,-1.03312,125.55,0.453225,0.0637295,0.104287,0.883116,-0.192713,-0.384785,0.0385418
[0:00:24.800000],14.1274,-0.927436,126.088,0.44911,0.0629051,0.105949,0.885077,-0.17915,-0.403473,0.0375063
[0:00:24.900000],14.1098,-0.757168,126.622,0.445151,0.0610248,0.106769,0.887108,-0.183442,-0.397387,0.0385483
[0:00:25],14.1058,-0.696583,127.257,0.440297,0.059948,0.107308,0.889536,-0.177868,-0.409103,0.0248464
[0:00:25.100000],14.1205,-0.541594,127.756,0.43656,0.0583309,0.108274,0.891366,-0.194267,-0.400203,0.0280551
[0:00:25.200000],14.1868,-0.380729,128.36,0.431977,0.0567552,0.109704,0.893523,-0.19622,-0.401574,0.0360664
[0:00:25.300000],14.1645,-0.290737,128.866,0.428126,0.0554844,0.110117,0.895404,-0.188241,-0.39766,0.0253433
[0:00:25.400000],14.1771,-0.190306,129.533,0.422998,0.054102,0.110907,0.897825,-0.195216,-0.401231,0.0364977
[0:00:25.500000],14.2046,-0.109345,130.024,0.419217,0.0530918,0.111649,0.899565,-0.184953,-0.390222,0.0328889
[0:00:25.600000],14.1946,0.00125249,130.519,0.415443,0.0517036,0.1122,0.901326,-0.205545,-0.389627,0.0335768
[0:00:25.700000],14.3535,0.175198,131.04,0.41144,0.0503924,0.11431,0.90297,-0.202142,-0.375651,0.0216915
[0:00:25.800000],14.5531,0.207184,131.579,0.407125,0.0503099,0.116236,0.904683,-0.193405,-0.37286,0.0301923
[0:00:25.900000],14.7219,0.231182,132.137,0.402669,0.0501469,0.117898,0.906469,-0.216729,-0.379006,0.030816
[0:00:26],14.6636,0.328849,132.722,0.398157,0.0485669,0.118029,0.908529,-0.218748,-0.400236,0.0316643
[0:00:26.100000],14.7516,0.337064,133.303,0.393517,0.0482049,0.119002,0.910441,-0.21067,-0.371937,0.0388304
[0:00:26.200000],14.8224,0.479866,133.846,0.389315,0.046744,0.120276,0.912155,-0.212023,-0.385395,0.0337307
[0:00:26.300000],14.9403,0.503096,134.397,0.384899,0.0463753,0.121517,0.913881,-0.215096,-0.389518,0.0313937
[0:00:26.400000],15.0565,0.546862,134.975,0.380283,0.0457976,0.122823,0.915667,-0.217689,-0.380734,0.0289955
[0:00:26.500000],15.1387,0.594798,135.583,0.37544,0.0450307,0.123878,0.917559,-0.213252,-0.382543,0.0402408
[0:00:26.600000],15.085,0.754336,136.084,0.371607,0.0430339,0.124159,0.919176,-0.228168,-0.392861,0.0262958
[0:00:26.700000],15.0974,0.852576,136.73,0.366519,0.0415831,0.124812,0.921195,-0.203992,-0.391111,0.0252764
[0:00:26.800000],15.1092,1.0413,137.237,0.36263,0.0395467,0.125683,0.922704,-0.227188,-0.380248,0.0360641
[0:00:26.900000],15.2066,1.1248,137.852,0.357726,0.0385013,0.126938,0.924489,-0.217125,-0.374008,0.0259144
[0:00:27],15.3285,1.10607,138.333,0.35378,0.0384958,0.128027,0.925857,-0.206283,-0.372827,0.0303754
[0:00:27.100000],15.3771,1.13481,138.936,0.348922,0.0377372,0.128707,0.927635,-0.213227,-0.368759,0.0346979
[0:00:27.200000],15.4804,1.20692,139.569,0.343832,0.0367494,0.129966,0.929399,-0.21319,-0.373418,0.0445399
[0:00:27.300000],15.4961,1.1406,140.059,0.339775,0.0367786,0.130055,0.930876,-0.215079,-0.363558,0.0322012
[0:00:27.400000],15.5269,1.21372,140.508,0.3362,0.0357647,0.130661,0.932128,-0.22186,-0.3706,0.0385958
[0:00:27.500000],15.6984,1.23113,141.121,0.331174,0.0354187,0.132297,0.933708,-0.227477,-0.358526,0.0433125
[0:00:27.600000],15.7111,1.24514,141.581,0.327428,0.0348082,0.132582,0.93501,-0.221312,-0.372532,0.0367867
[0:00:27.700000],15.6797,1.3341,142.174,0.322695,0.0333059,0.132752,0.936685,-0.239535,-0.372667,0.0308735
[0:00:27.800000],15.804,1.43638,142.678,0.318648,0.032229,0.134195,0.937902,-0.22121,-0.361192,0.0446867
[0:00:27.900000],15.9238,1.4014,143.227,0.31408,0.0322014,0.135236,0.939293,-0.24953,-0.369922,0.0350507
[0:00:28],15.9415,1.43819,143.825,0.309204,0.0312398,0.135646,0.940883,-0.228442,-0.359717,0.0470526
[0:00:28.100000],16.0651,1.39342,144.358,0.30474,0.0313054,0.136688,0.942186,-0.2338,-0.352944,0.0413421
[0:00:28.200000],16.1965,1.45536,144.925,0.300108,0.030462,0.138083,0.943496,-0.241265,-0.362463,0.0344359
[0:00:28.300000],16.2682,1.55758,145.429,0.296057,0.0291963,0.139067,0.94467,-0.239542,-0.351566,0.0437416
[0:00:28.400000],16.2723,1.60169,145.936,0.291919,0.0282261,0.13934,0.945947,-0.241702,-0.374944,0.0444536
[0:00:28.500000],16.27,1.69106,146.465,0.287649,0.0268371,0.139671,0.947245,-0.243195,-0.365556,0.0339876
[0:00:28.600000],16.4405,1.72234,147.082,0.282541,0.0262455,0.141301,0.948557,-0.234776,-0.34985,0.0456432
[0:00:28.700000],16.3989,1.68819,147.653,0.277783,0.0257239,0.141003,0.950019,-0.247945,-0.362403,0.0364494
[0:00:28.800000],16.4844,1.59737,148.195,0.273162,0.0260153,0.14162,0.951259,-0.251116,-0.3528,0.0389031
[0:00:28.900000],16.6085,1.65386,148.698,0.269019,0.0252141,0.142894,0.95227,-0.267525,-0.33973,0.0418048
[0:00:29],16.5489,1.62365,149.244,0.264461,0.024648,0.142449,0.953627,-0.257799,-0.362299,0.0399067
[0:00:29.100000],16.5673,1.73573,149.77,0.260209,0.0231007,0.142964,0.954758,-0.265853,-0.353556,0.048049
[0:00:29.200000],16.611,1.74442,150.192,0.256685,0.0225983,0.143431,0.955653,-0.269547,-0.33628,0.0463789
[0:00:29.300000],16.6376,1.70919,150.753,0.251959,0.0222491,0.143686,0.95688,-0.255513,-0.340514,0.0501555
[0:00:29.400000],16.6608,1.73341,151.172,0.24848,0.0215708,0.144012,0.957756,-0.269494,-0.343645,0.0439367
[0:00:29.500000],16.822,1.73199,151.71,0.24395,0.0212496,0.145457,0.958709,-0.270557,-0.338831,0.0412053
[0:00:29.600000],16.8515,1.735,152.237,0.239534,0.0206164,0.145807,0.959782,-0.274533,-0.326383,0.0350696
[0:00:29.700000],16.8868,1.71476,152.672,0.235863,0.020306,0.146139,0.960647,-0.264937,-0.341198,0.0514736
[0:00:29.800000],16.9036,1.75724,153.201,0.231473,0.0193081,0.146456,0.961687,-0.263647,-0.341959,0.0476128
[0:00:29.900000],17.0073,1.78626,153.752,0.226863,0.0185646,0.147475,0.962644,-0.280658,-0.318904,0.0454695
[0:00:30],16.9546,1.79409,154.259,0.222615,0.0177428,0.147127,0.963704,-0.251956,-0.335846,0.0505761
[0:00:30.100000],16.9106,1.73475,154.81,0.217912,0.0174514,0.14673,0.964844,-0.283997,-0.333595,0.040678
[0:00:30.200000],16.9396,1.79025,155.319,0.213684,0.0163848,0.147152,0.965744,-0.274912,-0.324183,0.0351777
[0:00:30.300000],16.9851,1.69,155.774,0.209724,0.0167311,0.14742,0.966564,-0.265247,-0.335213,0.0518385
[0:00:30.400000],16.9155,1.64021,156.175,0.206285,0.0165097,0.146802,0.967402,-0.284548,-0.333814,0.0405356
[0:00:30.500000],17.0413,1.5903,156.734,0.20148,0.016436,0.147858,0.968255,-0.264972,-0.317915,0.0393212
[0:00:30.600000],17.0755,1.53006,157.199,0.197472,0.0164048,0.148111,0.969042,-0.285371,-0.302929,0.0403844
[0:00:30.700000],17.1839,1.47723,157.749,0.192738,0.0163236,0.149018,0.969857,-0.287758,-0.302119,0.0462888
[0:00:30.800000],17.1982,1.39999,158.257,0.188336,0.0163408,0.149086,0.970711,-0.279828,-0.307068,0.0415092
[0:00:30.900000],17.2313,1.33032,158.767,0.183922,0.0163213,0.149328,0.97152,-0.267677,-0.307994,0.0498917
[0:00:31],17.3121,1.25119,159.217,0.179985,0.016532,0.149954,0.972157,-0.288894,-0.29873,0.0392947
[0:00:31.100000],17.4199,1.22152,159.761,0.175315,0.0162369,0.150901,0.972869,-0.287337,-0.305471,0.04253
[0:00:31.200000],17.4356,1.19055,160.208,0.171482,0.0159356,0.151052,0.973533,-0.290746,-0.303174,0.0523069
[0:00:31.300000],17.4568,1.19351,160.765,0.16674,0.0152055,0.151312,0.974328,-0.289352,-0.304442,0.0433241
[0:00:31.400000],17.5798,1.16203,161.179,0.163165,0.0151022,0.152368,0.97477,-0.291427,-0.303258,0.0518333
[0:00:31.500000],17.5738,1.11276,161.571,0.159763,0.0149914,0.1523,0.975346,-0.294606,-0.284973,0.0502593
[0:00:31.600000],17.6423,1.02124,162.133,0.154852,0.0151171,0.152834,0.976052,-0.272094,-0.303518,0.0425355
[0:00:31.700000],17.7578,0.99013,162.617,0.150667,0.0148876,0.15384,0.976552,-0.27398,-0.292623,0.0471066
[0:00:31.800000],17.6778,0.901809,163.061,0.146777,0.0149424,0.153104,0.97726,-0.300912,-0.305095,0.0477562
[0:00:31.900000],17.6987,0.884773,163.602,0.142139,0.0143912,0.15333,0.977918,-0.30011,-0.289392,0.0510975
[0:00:32],17.7206,0.899285,164.075,0.138113,0.0136598,0.153592,0.978464,-0.281363,-0.298909,0.0448695
[0:00:32.100000],17.6775,0.764252,164.446,0.134774,0.0142658,0.153111,0.978996,-0.275724,-0.292893,0.054924
[0:00:32.200000],17.6552,0.781897,164.893,0.130973,0.0134911,0.152995,0.979541,-0.29391,-0.2783,0.0439445
[0:00:32.300000],17.5995,0.753612,165.302,0.127444,0.0131247,0.152535,0.980083,-0.276642,-0.281831,0.0435226
[0:00:32.400000],17.6609,0.568812,165.787,0.123049,0.0141272,0.152918,0.980571,-0.284323,-0.274684,0.0415528
[0:00:32.500000],17.7346,0.410914,166.289,0.118532,0.0148849,0.153448,0.981033,-0.281097,-0.289956,0.0407619
[0:00:32.600000],17.6776,0.302522,166.709,0.114795,0.0151929,0.152905,0.981557,-0.292083,-0.277292,0.0415465
[0:00:32.700000],17.7119,0.282452,167.135,0.111115,0.0148298,0.153236,0.981935,-0.305495,-0.282075,0.0417885
[0:00:32.800000],17.7211,0.213889,167.6,0.107039,0.0148045,0.15331,0.982376,-0.305471,-0.276614,0.0521467
[0:00:32.900000],17.6685,0.122658,167.998,0.103507,0.0150059,0.152827,0.982827,-0.309627,-0.261581,0.0546712
[0:00:33],17.6739,-0.0153976,168.399,0.0998837,0.0156602,0.152805,0.983195,-0.295496,-0.258436,0.0418799
[0:00:33.100000],17.7426,-0.184135,168.909,0.0952666,0.0164843,0.153322,0.983559,-0.294718,-0.266535,0.0501229
[0:00:33.200000],17.8116,-0.281213,169.445,0.0905266,0.0166551,0.153912,0.983912,-0.291346,-0.261087,0.0477502
[0:00:33.300000],17.7695,-0.318381,169.947,0.0861669,0.0162676,0.153594,0.984359,-0.291873,-0.252636,0.0467967
[0:00:33.400000],17.7869,-0.463817,170.35,0.0825107,0.0169898,0.153694,0.984645,-0.286904,-0.254141,0.0403147
[0:00:33.500000],17.8323,-0.63797,170.856,0.0779167,0.0178377,0.154037,0.98495,-0.298732,-0.237308,0.0384478
[0:00:33.600000],17.879,-0.690286,171.411,0.0730673,0.0175709,0.154488,0.985256,-0.306115,-0.244733,0.0510981
[0:00:33.700000],17.9424,-0.684117,171.865,0.0691618,0.0169438,0.155106,0.985452,-0.307777,-0.239988,0.0419769
[0:00:33.800000],17.967,-0.706051,172.305,0.0653426,0.0165505,0.155369,0.985678,-0.307061,-0.253396,0.0473018
[0:00:33.900000],17.9836,-0.771241,172.722,0.0616656,0.0165548,0.155534,0.985889,-0.282808,-0.253849,0.0564989
[0:00:34],18.0174,-0.838387,173.142,0.0579478,0.0165782,0.155849,0.986064,-0.298262,-0.23524,0.0484573
[0:00:34.100000],17.9947,-0.908974,173.6,0.0539152,0.0165521,0.155684,0.986319,-0.301142,-0.231623,0.0554327
[0:00:34.200000],18.0034,-0.981962,174.125,0.0492929,0.0164703,0.1558,0.986544,-0.303515,-0.248057,0.047443
[0:00:34.300000],17.9779,-1.11171,174.573,0.0452595,0.0169674,0.155589,0.986762,-0.298516,-0.227724,0.0499083
[0:00:34.400000],17.9239,-1.21491,175.116,0.0404508,0.0170995,0.155164,0.987036,-0.294396,-0.235179,0.0393989
[0:00:34.500000],17.8409,-1.37154,175.5,0.0369435,0.0179016,0.15445,0.987271,-0.302256,-0.238847,0.0517088
[0:00:34.600000],17.8288,-1.48602,176.049,0.0320589,0.018144,0.154394,0.987446,-0.297662,-0.218366,0.0485779
[0:00:34.700000],17.8904,-1.54262,176.467,0.0283684,0.0180832,0.154974,0.987469,-0.291874,-0.213523,0.0455762
[0:00:34.800000],17.9601,-1.75839,176.957,0.0238366,0.0192931,0.155597,0.987468,-0.286727,-0.21251,0.0550254
[0:00:34.900000],17.9076,-1.83043,177.376,0.0201408,0.0193361,0.155198,0.987612,-0.30367,-0.221697,0.047213
[0:00:35],17.8325,-1.94836,177.899,0.0154813,0.019633,0.154616,0.987782,-0.29291,-0.208955,0.0499265
[0:00:35.100000],17.8016,-2.14363,178.278,0.0119542,0.0208008,0.154384,0.987843,-0.303091,-0.217622,0.0515261
[0:00:35.200000],17.7225,-2.3648,178.656,0.0084146,0.0221921,0.153742,0.987949,-0.287417,-0.214003,0.0398972
[0:00:35.300000],17.6708,-2.641,179.117,0.00407587,0.0239515,0.153357,0.987995,-0.286556,-0.215643,0.0398843
[0:00:35.400000],17.732,-2.84327,179.637,-0.000694336,0.0249981,0.15398,0.987881,-0.294111,-0.199946,0.0524547
[0:00:35.500000],17.7495,-2.96214,-179.797,-0.00573588,0.0252611,0.154251,0.987816,-0.30369,-0.205026,0.055272
[0:00:35.600000],17.6458,-3.04794,-179.224,-0.0107695,0.0252384,0.153483,0.987894,-0.311045,-0.194919,0.0417355
[0:00:35.700000],17.5732,-3.22667,-178.798,-0.0146627,0.0262175,0.15296,0.987899,-0.286572,-0.182491,0.0456057
[0:00:35.800000],17.5922,-3.34575,-178.356,-0.0186382,0.0266504,0.153234,0.987778,-0.300549,-0.200288,0.039655
[0:00:35.900000],17.4409,-3.54684,-177.923,-0.0226054,0.0278334,0.152053,0.987845,-0.313696,-0.197283,0.0406489
[0:00:36],17.2988,-3.65481,-177.389,-0.0273123,0.0280895,0.150973,0.987885,-0.300684,-0.190308,0.0433192
[0:00:36.100000],17.2634,-3.91094,-176.852,-0.032271,0.0295987,0.150847,0.98771,-0.295318,-0.190791,0.0554409
[0:00:36.200000],17.2721,-4.14328,-176.368,-0.0367407,0.0309618,0.151099,0.987474,-0.314499,-0.182245,0.044467
[0:00:36.300000],17.2627,-4.28539,-175.854,-0.0413527,0.0315115,0.151192,0.98726,-0.315508,-0.16995,0.0383667
[0:00:36.400000],17.2236,-4.46319,-175.383,-0.0456343,0.0324364,0.151037,0.987065,-0.314696,-0.158365,0.0387576
[0:00:36.500000],17.2736,-4.73864,-174.89,-0.0502527,0.0341367,0.151698,0.986682,-0.303497,-0.162928,0.0415807
[0:00:36.600000],17.2916,-4.87164,-174.418,-0.0544894,0.034649,0.15204,0.986386,-0.30581,-0.165428,0.0402727
[0:00:36.700000],17.1791,-5.1149,-173.883,-0.0593737,0.036091,0.151331,0.986162,-0.315166,-0.152891,0.0535347
[0:00:36.800000],17.1757,-5.31739,-173.479,-0.0631075,0.0373023,0.151515,0.985856,-0.311728,-0.153105,0.0444248
[0:00:36.900000],17.0623,-5.50062,-172.928,-0.0680442,0.0382172,0.150804,0.985602,-0.316865,-0.158458,0.0497481
[0:00:37],16.9154,-5.81595,-172.477,-0.0722717,0.0404287,0.149848,0.985359,-0.292556,-0.154089,0.0493994
[0:00:37.100000],16.7969,-5.97335,-171.947,-0.0769886,0.041168,0.149101,0.985084,-0.291017,-0.13562,0.051148
[0:00:37.200000],16.7514,-6.26485,-171.391,-0.0821056,0.0429844,0.149076,0.984597,-0.29223,-0.150882,0.0513781
[0:00:37.300000],16.6434,-6.44899,-170.847,-0.0869694,0.0439403,0.148465,0.984229,-0.29872,-0.142698,0.0558197
[0:00:37.400000],16.5689,-6.62456,-170.374,-0.0912133,0.0448958,0.148121,0.983854,-0.294928,-0.133793,0.051513
[0:00:37.500000],16.5305,-6.88426,-169.802,-0.0964176,0.04642,0.148193,0.983276,-0.31182,-0.138129,0.0426167
[0:00:37.600000],16.4461,-7.1359,-169.247,-0.101447,0.0479371,0.147876,0.982745,-0.299882,-0.133829,0.0548617
[0:00:37.700000],16.3147,-7.31625,-168.771,-0.105686,0.048992,0.147086,0.982364,-0.311672,-0.128483,0.0422719
[0:00:37.800000],16.2594,-7.48258,-168.185,-0.110882,0.0497197,0.146995,0.981768,-0.29502,-0.12874,0.0461456
[0:00:37.900000],16.1746,-7.74823,-167.699,-0.11532,0.0514592,0.146703,0.981211,-0.307001,-0.128198,0.042054
[0:00:38],16.0903,-7.90422,-167.278,-0.119068,0.0523446,0.146306,0.980776,-0.301702,-0.122666,0.0495739
[0:00:38.100000],16.0726,-8.15094,-166.766,-0.123717,0.0538248,0.146611,0.980074,-0.319882,-0.118483,0.0535454
[0:00:38.200000],15.9439,-8.33047,-166.311,-0.127754,0.054923,0.145893,0.979603,-0.294052,-0.101635,0.0481153
[0:00:38.300000],15.9339,-8.58713,-165.809,-0.132329,0.0564923,0.146297,0.978846,-0.294516,-0.105927,0.0497385
[0:00:38.400000],15.8153,-8.75802,-165.367,-0.136232,0.0575313,0.145674,0.978342,-0.299662,-0.105728,0.0535182
[0:00:38.500000],15.8159,-8.9505,-164.816,-0.141144,0.0584762,0.146155,0.977518,-0.312258,-0.0942442,0.0481584
[0:00:38.600000],15.7357,-9.22999,-164.276,-0.146021,0.0602766,0.14605,0.976708,-0.299863,-0.115226,0.0485852
[0:00:38.700000],15.7199,-9.39211,-163.839,-0.149904,0.061126,0.146324,0.976025,-0.301435,-0.0902429,0.0553613
[0:00:38.800000],15.5361,-9.71321,-163.26,-0.155079,0.0633752,0.145439,0.975205,-0.296707,-0.0899979,0.0565632
[0:00:38.900000],15.419,-9.88954,-162.64,-0.160474,0.0642553,0.144996,0.974341,-0.298275,-0.101955,0.0539677
[0:00:39],15.3878,-10.1428,-162.142,-0.164958,0.0658279,0.145323,0.973438,-0.317338,-0.0801161,0.0469986
[0:00:39.100000],15.1398,-10.2432,-161.686,-0.168791,0.0664697,0.143606,0.972992,-0.304475,-0.103573,0.0522796
[0:00:39.200000],15.0675,-10.5329,-161.215,-0.173032,0.0684548,0.143642,0.972103,-0.297302,-0.0978645,0.0574748
[0:00:39.300000],15.0059,-10.7935,-160.741,-0.177274,0.0701724,0.14375,0.9712,-0.301039,-0.0774606,0.0561819
[0:00:39.400000],14.8408,-11.0445,-160.268,-0.18142,0.0719752,0.142984,0.970415,-0.304426,-0.0938001,0.0515556
[0:00:39.500000],14.7454,-11.3422,-159.717,-0.18631,0.0739704,0.142941,0.969344,-0.29701,-0.089766,0.0518689
[0:00:39.600000],14.5105,-11.5999,-159.122,-0.191433,0.0758056,0.141714,0.968384,-0.296779,-0.0706392,0.0573962
[0:00:39.700000],14.4399,-11.7326,-158.551,-0.196331,0.0763452,0.141692,0.967364,-0.301855,-0.075883,0.0523602
[0:00:39.800000],14.3487,-11.9618,-158.096,-0.200309,0.0778847,0.141575,0.966442,-0.30162,-0.0653211,0.0589341
[0:00:39.900000],14.2509,-12.2211,-157.689,-0.203909,0.0797503,0.14143,0.965558,-0.293289,-0.0508959,0.0550448
[0:00:40],14.0617,-12.5009,-157.265,-0.207586,0.0819371,0.140574,0.964716,-0.300195,-0.0646022,0.0603967
[0:00:40.100000],13.8591,-12.7672,-156.801,-0.211575,0.0839921,0.139632,0.963809,-0.295636,-0.0614966,0.0567049
[0:00:40.200000],13.6655,-13.0209,-156.233,-0.216408,0.0858089,0.13884,0.96269,-0.296901,-0.0415212,0.0492518
[0:00:40.300000],13.4906,-13.3138,-155.721,-0.220809,0.0879954,0.138252,0.961577,-0.290159,-0.0566707,0.0492587
[0:00:40.400000],13.3834,-13.5714,-155.142,-0.225785,0.0896781,0.138244,0.960267,-0.301246,-0.0514225,0.060777
[0:00:40.500000],13.1741,-13.7489,-154.602,-0.230274,0.0909419,0.137229,0.959227,-0.310971,-0.0543301,0.0600034
[0:00:40.600000],13.0427,-13.949,-154.139,-0.234196,0.0923377,0.136859,0.958196,-0.305085,-0.0449527,0.0560399
[0:00:40.700000],12.9291,-14.1649,-153.57,-0.23901,0.0937084,0.136767,0.956887,-0.298852,-0.0254784,0.0486254
[0:00:40.800000],12.8333,-14.415,-153.038,-0.243548,0.0953744,0.136873,0.955561,-0.285381,-0.0306771,0.0614606
[0:00:40.900000],12.6606,-14.6081,-152.502,-0.247999,0.0967261,0.136252,0.954369,-0.304635,-0.0311234,0.0543156
[0:00:41],12.5469,-14.7706,-152.021,-0.25201,0.0977651,0.13603,0.953243,-0.307501,-0.0411179,0.0603366
[0:00:41.100000],12.3442,-15.0129,-151.51,-0.256245,0.0996367,0.135265,0.952029,-0.308474,-0.035042,0.0480262
[0:00:41.200000],12.1665,-15.3434,-150.947,-0.260961,0.102137,0.134953,0.950526,-0.286454,-0.00677189,0.0602183
[0:00:41.300000],11.9736,-15.5746,-150.488,-0.264728,0.103972,0.134242,0.949385,-0.304443,-0.0227215,0.055038
[0:00:41.400000],11.7551,-15.8602,-150.002,-0.268715,0.106294,0.133476,0.948115,-0.281531,-0.024773,0.0499284
[0:00:41.500000],11.4542,-16.0214,-149.49,-0.272752,0.107755,0.13181,0.94703,-0.282039,-0.0232721,0.0662714
[0:00:41.600000],11.4264,-16.2458,-149.044,-0.276522,0.109175,0.132487,0.945678,-0.299595,0.00724779,0.0590666
